anger	death	family	home	humans	negative_affect	positive_affect	religion	sexual	swear	chunk	season	episode
	food:1	king:4,son:2,maester:1,remains:1,uncle:1,mother:1,small:1,margaery:1				grace:3,has:2,what:1,hand:1,won:1,grand:1,chambers:1,hall:1				14	5	8
made:1	good:1	made:1,sparrow:1			made:1	good:1,won:1				15	5	8
cut:1	good:1	master:1				helping:1,good:1				16	5	8
		brothers:2,master:1,family:1	family:1	boys:2	since:1	what:3,winterfell:1,have:1,that:1	since:1	those:2,should:1		17	5	8
	food:1	repaired:1,prepared:1		boys:1,men:1		have:6,than:3,half:1,freeze:1		horses:1,how:1,however:1,those:1		18	5	8
	good:1	smart:1,commander:1		mention:1,men:1,recommend:1,commander:1	missing:1	have:3,that:3,what:2,good:1,treats:1,hard:1,disagree:1	missing:1	house:1,show:1,how:1		19	5	8
execute:1,mad:1		king:1,execute:1,abundantly:1,mad:1		children:1	mad:1	what:4,have:2,that:2,wine:1,having:1,than:1		who:1,thoughts:1,should:1		20	5	8
	good:2,gods:1	kind:3,king:1,sister:1,spymaster:1,marry:1,married:1,companion:1		himself:1,entertainment:1		that:6,kind:3,good:2,greater:2,perhaps:1,agreed:1,won:1,having:1		forbid:1,who:1,though:1,choice:1		21	5	8
	oddly:1	brother:2,person:1,reason:1,campaign:1,may:1,main:1,except:1		person:1		had:2,have:2,perhaps:1,what:1,that:1		trust:2,chop:1,who:1		22	5	8
fought:1	good:1	many:1,joking:1	home:2	many:1,myself:1,child:1		what:3,that:3,perhaps:2,good:1,joking:1,support:1,changed:1,had:1,better:1,jokes:1,have:1,happen:1,supports:1,than:1		how:2,home:2,should:1,assume:1,who:1,thousands:1,else:1	assume:1	23	5	8
	blood:1,alive:1	person:2,remaining:1,illegitimacy:1		person:2,members:1	single:1	that:4,what:1,like:1,support:1,shares:1,won:1,either:1,spokes:1	single:1	house:2,who:2,without:1,those:1		24	5	8
		makes:1,man:1		man:1		great:2,have:2,wins:1,free:1,won:1,win:1,best:1,happy:1		how:1,thirsty:1,whoever:1		25	5	8
	die:2	make:2,imagining:1,woman:1,imaginable:1		woman:1,lady:1						26	5	8
	good:2					what:2,good:2,scared:1,happened:1		who:2,how:1		27	5	8
	good:2	mom:1,commander:1	hardhome:1	men:1,commander:1		good:2,hardhome:1,save:1,like:1		how:1,hardhome:1	check:1	28	5	8
cut:1	dead:1	man:2,taking:1,make:1		man:2		has:2,that:2,what:1,look:1,hard:1,chance:1		choices:2,how:1,trust:1		29	5	8
										30	5	8
war:3	war:3	prisoner:1,make:1			war:3	that:2,what:1,happened:1		trust:1		31	5	8
fucking:1,suck:1,cut:1,allies:1		talking:2,prisoner:1,king:1,fucking:1			allies:1	what:1,greatest:1,pretty:1,that:1,giving:1,has:1,chains:1		fucking:1,cock:1,should:1	fucking:1,suck:1,cock:1	32	5	8
	today:1	commander:1		commander:1		won:1				33	5	8
	good:1	normal:2,man:2,maybe:1		man:2	since:1	that:2,what:1,good:1,care:1,free:1,luck:1	since:1	dragonglass:1,who:1,those:1	dragonglass:1	34	5	8
war:2	war:2,good:1,died:1	mance:2,man:1,prepared:1		mance:2,man:1	war:2	good:1,share:1,that:1		dragonglass:1,how:1,big:1,trust:1,those:1,hounds:1	dragonglass:1	35	5	8
	die:1,alive:1,today:1,dead:1	mance:2,asking:2,brothers:2,king:1,make:1,commander:1,uncle:1,broke:1		mance:2,men:1,commander:1,children:1	lost:2	that:3,what:2,took:1,broke:1	mercy:1	who:1		36	5	8
fuckers:1	dead:1	may:1,kings:1,man:1	hardhome:1	children:1,man:1		have:2,hardhome:1,free:1,than:1		how:2,hardhome:1,fuckers:1	fuckers:1	37	5	8
fuck:1	dead:2	king:1,broke:1,man:1		men:1,man:1		chance:1,broke:1		trust:2,fuck:1	fuck:1	38	5	8
fucking:1,hate:1	bodies:1	fucking:1,king:1				that:3,has:1,hate:1		fucking:1,glass:1,shivering:1	fucking:1,glass:1	39	5	8
fucking:1	food:1,good:1	many:2,man:2,fucking:1,mance:1,folks:1		many:2,man:2,mance:1		good:1,look:1,that:1,took:1,free:1,better:1,charge:1,ready:1,careful:1,than:1		how:2,fucking:1	fucking:1	40	5	8
						that:3,won:1,everywhere:1		dragonglass:1,big:1	dragonglass:1	41	5	8
					close:1					42	5	8
										43	5	8
						ready:1				44	5	8
		man:1		man:1				hold:2,shoot:1		45	5	8
fucking:1	dies:1,bloody:1	fucking:1,make:1,commander:1,pass:1		girls:1,commander:1		have:1		should:2,those:2,fucking:1,pass:1	fucking:1,bloody:1,pass:1	46	5	8
										47	5	8
						okay:2		dragonglass:1	dragonglass:1	48	5	8
										49	5	8
								glass:1	glass:1	50	5	8
										51	5	8
										52	5	8
fuck:2	die:1							fuck:2,dragonglass:1,glass:1	fuck:2,dragonglass:1,glass:1	53	5	8
										54	5	8
										55	5	8
										56	5	8
										57	5	8
		elder_man:1		elder_man:1		playing:1				58	5	8
						playing:1				59	5	8
										0	5	9
										1	5	9
						look:1				2	5	9
forward:1	food:2,forward:1,rode:1,dead:1	maybe:1		men:2	forward:1,single:1	thaw:1,hang:1,than:1,either:1,have:1,winterfell:1,chains:1,grace:1	single:1,dozens:1	horses:1,without:1		3	5	9
forward:1	forward:1,dead:1,returning:1	march:2,matters:1,expert:1			forward:1	won:1,grace:1,have:1		horses:1		4	5	9
						halt:2				5	5	9
	alive:1				lost:1	save:1,that:1		else:1		6	5	9
	good:1					good:1,have:1				7	5	9
supplies:1	food:1,return:1	king:1,commands:1,make:1,commander:1		commands:1,men:1,commander:1	supplies:1	has:1,grace:1		horses:2		8	5	9
war:1	war:1	king:2,family:2,accompany:1,matters:1,expertise:1,command:1	family:2	boy:3,girl:1,command:1	war:1	hand:3,grace:2,what:1,especially:1,perhaps:1,handed:1		expertise:1,should:1		9	5	9
forward:1	forward:1	maester:1,man:1		man:1	forward:1	like:2,that:2,what:1,vhagar:1,grand:1,true:1,hoping:1		hoping:1,holding:1		10	5	9
made:2	gods:1	make:2,made:2,company:1,son:1			made:2	career:1,thank:1,like:1,have:1,that:1		without:1		11	5	9
		uncle:1		yourself:1		thank:1		without:1		12	5	9
war:1	war:1	looking:1,many:1,climate:1,excellent:1	room:1	many:1	war:1	what:2,looking:1,like:1,that:1,lovely:1,agrees:1,than:1		how:1,fleabite:1,lovely:1,trystane:1		13	5	9
hell:1,war:1	return:1,war:1,bodies:1	king:2,sister:1,insists:1,kingdoms:1,andals:1		tommen:2,men:1	war:1	that:2,orphans:1,what:1	hell:1		hell:1	14	5	9
	understood:1,return:1	king:2,small:2,accompany:1,brother:1,son:1,kingslayer:1,command:1,mother:1		command:1,engagement:1,girls:1		have:2,love:1,that:1,accept:1,won:1,happy:1,hope:1,wonder:1		trystane:2,love:1,hope:1	disobey:1	15	5	9
	soldier:1,good:1	man:3,bronn:2,may:1,king:1		man:3,judgment:1		following:1,have:1,good:1,value:1,free:1	mercy:1	how:1,fleabite:1,who:1,trystane:1,should:1		16	5	9
		pain:2,thinking:1,sister:1				love:2,better:2,have:2,than:2,play:1,that:1,what:1,luck:1		love:2		17	5	9
	good:1	woman:1,bronn:1,man:1		woman:1,man:1		already:1,that:1,freedom:1,agreed:1,good:1,looks:1,handsome:1,glad:1,happy:1	mercy:1	trystane:2,who:1		18	5	9
						perhaps:1		cockles:5,how:1,cock:1	cockles:5,cock:1	19	5	9
		talking:1		girl:4						20	5	9
	good:1	may:1,partake:1		arrangement:1		free:2,good:1,harbor:1,hope:1,chap:1,finest:1,behalf:1,half:1,harvest:1,best:1		chop:1,how:1,bit:1,dishonorable:1,hope:1		21	5	9
cut:1,reward:1	good:1,reward:1	man:2,matter:1,maegor:1,makes:1,kingdoms:1		man:2	sing:1,reward:1,lose:1	that:2,have:2,good:1,charges:1,glovers:1,chance:1,won:1,glad:1,hands:1,has:1,charging:1,best:1	sing:1	glovers:1,those:1,should:1		22	5	9
hell:1,fucker:1	die:1,good:1	king:2,make:1,treasonous:1		boy:1	singing:1	that:2,good:1,sharing:1	hell:1,singing:1	thought:1,fucker:1,though:1	hell:1,fucker:1	23	5	9
				lady:1		flowing:1,sweetness:1,likes:1,half:1	dozen:1	else:1		24	5	9
anara:1		expensive:1		girl:1		have:1		assure:1	assure:1	25	5	9
				girl:1		have:2,better:1,what:1,than:1,thank:1		shoo:2,cockstand:1,who:1	cockstand:1	26	5	9
	good:1			girl:1		have:2,good:1				27	5	9
	today:1	man:2		man:2,girl:1		perhaps:1,has:1,that:1				28	5	9
	die:1					chances:2				29	5	9
		maester:1,talking:1,kindly:1,maybe:1,pay:1,make:1	home:1			love:1,like:1,that:1,agreed:1,changed:1,kindly:1	write:1	home:1,love:1		30	5	9
		part:1,man:1		man:1		that:4,love:2,have:1,perhaps:1,changing:1,had:1,happened:1		who:3,love:2		31	5	9
fought:2	dead:1	kingdoms:2,brothers:2,brother:1				what:2,half:1,rhaenyra:1,truly:1		thought:1,thousands:1		32	5	9
made:1		remains:1,person:1,make:1,made:1,man:1		person:1,himself:1,man:1	made:1,choosing:1	what:2,that:2,have:2,had:1,hand:1,rhaenyra:1,either:1,has:1,true:1	choosing:1	chosen:2,choose:2,who:1,choosing:1,horrible:1		33	5	9
hate:1	good:1	may:1,talking:1,matter:1				what:1,good:1,hate:1		choice:2,house:1,who:1,however:1		34	5	9
										35	5	9
	good:1	may:2		girl:1		that:2,what:1,good:1,great:1				36	5	9
	blood:1	mother:12,king:1,make:1				token:1,has:1,accept:1		show:1		37	5	9
		mother:1								38	5	9
		making:1				have:1				39	5	9
										40	5	9
		smaller:1,man:1		man:1		that:2,hands:1		should:1		41	5	9
arena:1,fought:1		man:2,smaller:2,experience:2,kings:1,skin:1		men:3,man:2,yourself:1		have:2,like:1,that:1,perhaps:1,had:1,ready:1,has:1,than:1		who:2,big:1,should:1		42	5	9
	returned:1	talking:2,making:1,remain:1,part:1,existed:1		myself:1	unpleasant:1	what:4,that:3,great:2,greatness:2,has:2,like:1,have:1,than:1,especially:1		without:2,taste:1		43	5	9
	good:2,die:1,return:1,died:1,dying:1	reason:3,command:1,reasons:1,many:1,make:1,experience:1,man:1		men:2,many:1,command:1,man:1		good:2,have:2,liked:1,that:1,happen:1,true:1,great:1		how:1,bit:1,those:1,else:1		44	5	9
						grace:1				45	5	9
										46	5	9
										47	5	9
										48	5	9
										49	5	9
						grace:2				50	5	9
					close:1					51	5	9
										52	5	9
										53	5	9
										54	5	9
										55	5	9
										56	5	9
										57	5	9
										58	5	9
										59	5	9
		elder_man:1,mother:1		elder_man:1		playing:1,original:1	mercy:1			0	5	10
						playing:1				1	5	10
made:1	good:1	king:1,made:1,prepare:1,many:1		many:1,men:1	made:1	has:2,grace:2,what:1,good:1,have:1,winterfell:1,wind:1		shown:1		2	5	10
cut:1		many:1		many:1		half:1,grace:1,than:1		horses:1,how:1		3	5	10
	stood:1	formation:1,marching:1		men:1,lady:1		what:1,hands:1,winterfell:1,hope:1,grace:1		biggest:1,how:1,dragonglass:1,thousands:1,hope:1	dragonglass:1	4	5	10
hated:1		brothers:1,may:1,many:1,man:1,mattered:1,kingdoms:1,commander:1		many:1,commander:1,man:1		what:1,like:1,that:1,shatter:1,had:1,winning:1,have:1,hated:1,save:1		how:2,glass:1	glass:1	5	5	10
	die:2,dying:1	maester:3				that:4,what:1,has:1,greatest:1		trust:1,who:1		6	5	10
beaten:1	bloody:1	make:1,working:1		women:1		that:4,what:1,thank:1,had:1,half:1,carefully:1,than:1,glad:1,look:1		how:1,thousand:1	bloody:1	7	5	10
	return:2									8	5	10
										9	5	10
				lady:1				how:1,whole:1		10	5	10
foraging:1		party:1	yards:1	sir:1		grace:1		those:1		11	5	10
						chance:1				12	5	10
										13	5	10
	blood:1	kingsguard:1,magic:1		women:1		shadow:1,has:1				14	5	10
	die:1	king:1,kingdoms:1,andals:1		men:1		have:1		house:1		15	5	10
						looks:1,accept:1,like:1				16	5	10
warden:1	die:3,warden:1,dying:1	make:1,parts:1	warden:1	boy:1,lady:1	using:1,warden:1	what:2,chamber:1,happen:1	using:1	who:1,though:1		17	5	10
	good:1	parts:1				good:1,shall:1		those:1,should:1		18	5	10
										19	5	10
cut:1						have:1				20	5	10
	god:1	person:1,many:1		person:1,many:1		glad:1		who:2		21	5	10
								who:1		22	5	10
	die:2,god:1	many:1,man:1,pay:1		girl:2,many:1,man:1		ready:1,has:1,that:1				23	5	10
	good:1	poison:1		girl:1		good:1,took:1,have:1,hall:1		who:1,should:1		24	5	10
		maybe:2,noblewoman:1,marry:1	home:2	noblewoman:1,child:1		what:2,happening:2,happiness:1,thank:1		home:2		25	5	10
	good:1	mother:2,marriages:1	home:1	boy:1,girl:1	lose:1	like:2,glad:2,good:1,that:1,ready:1,lucky:1,happy:1		home:1,trystane:1		26	5	10
hated:1		martells:1,marry:1,mother:1,man:1	accident:1	children:1,man:1	idiot:1	love:3,have:3,like:2,that:2,what:1,chances:1,hated:1,likes:1,happen:1		love:3,assigned:1,whom:1,choose:1,how:1,trystane:1,should:1	assigned:1	27	5	10
		part:1,mother:1				what:3,glad:2,that:1				28	5	10
										29	5	10
		woman:1		woman:1		disgraced:1,love:1,hopeless:1		how:1,love:1,hopeless:1		30	5	10
scrap:1	good:1,dead:1	andal:1,exiled:1,matters:1				that:2,good:1,thank:1,have:1		nudho:1,should:1	scrap:1	31	5	10
fought:2,warrior:1	warrior:1,good:1	exiled:2,many:1,family:1,animals:1,pardon:1	family:1	many:1,child:1	warrior:1,since:1	have:3,perhaps:2,fine:2,great:1,good:1,that:1,thanks:1,careful:1,saved:1,than:1	since:1	how:1,horse:1		32	5	10
unsullied:1,dwarf:1	dwarf:1	expedition:1,mainly:1,except:1,experience:1,man:1		man:1	unsullied:1,dwarf:1,closest:1	half:2,have:1,that:1,respect:1,true:1,than:1,value:1		trusts:1,though:1,toughest:1		33	5	10
unsullied:1,dwarf:1,hello:1	good:2,dwarf:1	andal:1,commander:1		commander:1	unsullied:1,dwarf:1	good:2,like:1,looks:1,have:1,happy:1	hello:1	horses:1,thought:1	hello:1	34	5	10
execute:1,war:1	war:1	information:1,execute:1,choking:1,managing:1,experience:1,asking:1,massive:1,mother:1		managing:1,comrade:1	sing:2,war:1,promising:1	that:1,already:1,choking:1,have:1,grand:1	sing:2,promising:1	how:2,birds:2,who:1,choking:1,massive:1	massive:1	35	5	10
			home:2			have:2,sweet:1		home:2,how:1		36	5	10
	food:1,return:1									37	5	10
										38	5	10
										39	5	10
					sinned:1	have:2,that:1	sinned:1	how:1		40	5	10
	gods:2,falsehoods:1	king:1,pardon:1,may:1,make:1,marriage:1,mother:1,speaking:1,man:1		men:1,man:1	sins:2,cousin:1	great:1,have:1,had:1,chance:1,free:1,grace:1	sins:2,mercy:1,holy:1,cousin:1	falsehoods:1,whoring:1,holy:1		41	5	10
	falsehoods:1,good:1	brother:2,king:1,separate:1	deny:1,denied:1	children:2,adultery:1	single:1,sin:1	that:3,have:2,good:1,charges:1,has:1,grace:1	single:1,sin:1	falsehoods:1,honest:1,those:1,testimony:1		42	5	10
	good:1,return:1	mother:2,path:1,son:1		atonement:2		thank:3,good:1,have:1,haven:1,free:1,wisdom:1	mercy:1	how:1,holiness:1,should:1		43	5	10
										44	5	10
										45	5	10
made:1	gods:2,falsehood:1,good:1	king:2,made:1,mother:1		tommen:1,men:1,herself:1	made:1,sins:1,sinner:1	has:2,grace:2,good:1,pride:1	sins:1,sinner:1	naked:1,house:1,falsehood:1,shorn:1		46	5	10
		make:1		atonement:1		shame:14				47	5	10
fucker:4,fuck:1		brother:2			sinner:2	shame:23,hail:1	sinner:2	whore:7,bitch:5,fucker:4,fuck:1,tits:1	fucker:4,fuck:1,tits:1	48	5	10
suck:2		many:1		many:1	sinner:1	shame:14,had:1,half:1	sinner:1	whore:9,bitch:4,cocks:1	suck:2,cocks:1	49	5	10
fucker:3		brother:2				shame:22		fucker:3,whore:2	fucker:3	50	5	10
						shame:11				51	5	10
	good:1,dead:1	may:1,kingsguard:1				have:3,has:3,grace:3,good:1,look:1,that:1	holy:1	those:1,honor:1,holy:1		52	5	10
	bloody:1	make:2,kingdoms:1		men:1		saved:1,have:1		who:1	bloody:1	53	5	10
	alive:1	brought:1,talking:1,uncle:1,commander:1		commander:1						54	5	10
lying:1		uncle:1,man:1	hardhome:1	man:1	lying:1	hardhome:1		hardhome:1		55	5	10
										56	5	10
		elder_man:1		elder_man:1						57	5	10
						playing:1				58	5	10
						playing:1				59	5	10
										0	6	1
										1	6	1
										2	6	1
										3	6	1
		man:1,commander:1	courtyard:1	man:1,commander:1						4	6	1
		many:1,brothers:1	room:1	many:1,men:1				trust:2,how:1,thorne:1		5	6	1
										6	6	1
		commander:1,man:1		commander:1,man:1		winterfell:1,have:1		should:1		7	6	1
othell:1	dead:1	treason:1,marsh:1,commander:1		commander:1		have:2,had:1,love:1,that:1	othell:1	who:1,love:1	othell:1,disobeyed:1	8	6	1
made:1		commander:2,made:1		commander:2	made:1	what:2,has:1,have:1,that:1		thought:2,thrust:1,choice:1		9	6	1
made:1,fuckers:1	die:3,return:1,today:1	made:1,commander:1	room:1	commander:1	made:1	have:7,best:1,care:1		who:3,thorne:2,fuckers:1,those:1	fuckers:1	10	6	1
	everybody:1	kennelmaster:1				already:1				11	6	1
	good:1,buried:1	pain:1,paid:1		men:1		what:1,good:1,that:1,have:1,shall:1		hounds:2,thousand:1,though:1,those:1		12	6	1
reward:1	reward:1,dead:1	king:1,man:1,marriage:1,command:1,prepared:1		command:1,man:1	reward:1	shame:1,great:1,won:1,like:1,that:1,mowing:1,thanks:1		who:1,without:1		13	6	1
	produce:1	maesters:1		boy:1,men:1,lady:1		won:2,have:2,played:2,glad:1,hope:1,best:1		without:2,hope:1,hounds:1		14	6	1
	die:1	person:1,make:1		person:1		better:1,what:1,won:1,have:1		hounds:2		15	6	1
										16	6	1
	somebody:1,dead:1	man:2,make:1,commander:1		man:2,commander:1,lady:1		won:1		without:1		17	6	1
cuts:1	die:1,bloody:1	man:3,resist:1,woman:1,broke:1,ramparts:1,parts:1		man:3,woman:1		what:1,broke:1		who:1	bloody:1	18	6	1
										19	6	1
										20	6	1
	gods:1			lady:1		that:1,have:1,shall:1				21	6	1
	gods:1					that:1		dishonor:1		22	6	1
						harbor:1,has:1,grace:1				23	6	1
										24	6	1
	body:1,dead:1,died:1	mama:1,mother:1,locking:1,skin:1		mama:1		what:2,has:2,like:1,have:1,mama:1,happen:1,look:1				25	6	1
	good:3	maybe:1,make:1				good:3,have:2,sweet:1,like:1,has:1		thought:1		26	6	1
fuck:3	die:1,died:1	matter:1,apart:1		children:1,yourself:1	witch:1	that:2,true:2,what:1,have:1,happen:1,had:1		fuck:3,who:2	fuck:3	27	6	1
hells:1		make:2,brother:2,demand:1,demands:1		demand:1,men:1,demands:1	single:1,sin:1,sinners:1	shame:1,great:1,saved:1,like:1,that:1	hells:1,single:1,sin:1,souls:1,sinners:1	how:1	hells:1	28	6	1
	gods:1	brother:1,man:1		man:1	sin:2,overzealous:1	love:2,have:1,that:1	sin:2,sacred:2	love:2,how:1		29	6	1
fought:1	alive:1	path:1,many:1		men:3,many:1,women:1	sin:1	have:3,truly:1	sin:1	without:1,wholly:1		30	6	1
	gods:1,alive:1	woman:1,experienced:1,mother:1		woman:1		have:3,that:2,best:1				31	6	1
		martell:2,dornishman:1,palace:1,son:1		dornishman:1				trystane:1		32	6	1
		family:1,son:1	family:1	men:1		like:1				33	6	1
	good:1	smart:1		boy:1		what:1,good:1,like:1,that:1,fine:1,merchants:1		bitch:1		34	6	1
	studying:1,good:1	personal:1,person:1,paving:1		boy:2,personal:1,person:1		like:2,good:1,have:1		studying:1,cock:1,though:1	cock:1	35	6	1
		sons:1,human:1,mother:1		men:1,human:1		what:1,freed:1,hard:1,harpy:1,unhappy:1,took:1		who:1		36	6	1
		brought:1,many:1,sons:1		many:1		has:2,carefully:1,harpy:1,that:1		whoever:1		37	6	1
	return:1	looking:1,masks:1,songs:1		men:1	singing:1	have:2,looking:1,already:1,won:1,that:1,wing:1	singing:1	birds:1		38	6	1
		path:1,smart:1,maybe:1		men:1		like:2,perhaps:1,that:1,likes:1		else:2,horn:1		39	6	1
		romantic:1		men:1,romantic:1		like:3,what:2,that:2,look:1,hope:1,looks:1		who:1,hope:1		40	6	1
								horde:1		41	6	1
						have:1				42	6	1
										43	6	1
										44	6	1
										45	6	1
										46	6	1
										47	6	1
										48	6	1
										49	6	1
		man:2,risking:1,talking:1,maybe:1,pay:1,kingsguard:1		man:2,girl:1		that:2,what:1,thank:1,have:1,has:1,had:1,happened:1		who:1,honesty:1		50	6	1
				girl:1	sad:1	that:1				51	6	1
						have:1				52	6	1
	food:2,blood:1	make:1,woman:1,brothers:1,man:1		woman:1,man:1		like:2,what:1,free:1,that:1		horse:1,who:1,choose:1,without:1		53	6	1
fucking:1		fucking:1,make:1,woman:1		men:2,boys:1,woman:1,statement:1	sad:1	chance:2,that:2,what:1,like:1,thank:1		fucking:1	fucking:1	54	6	1
						what:1,haven:1				55	6	1
										56	6	1
										57	6	1
										58	6	1
										59	6	1
										0	6	2
										1	6	2
										2	6	2
		spar:1,sparring:1,uncle:1				showing:1,that:1,like:1,happy:1		showing:1,who:1		3	6	2
	hodor:2,dodge:1,blood:1	unstoppable:1,match:1		boy:1,lady:1		look:1,what:1,charge:1,like:1		hodor:2		4	6	2
	hodor:2		home:1	boy:1		what:1,care:1,happened:1		hodor:2,home:1,show:1		5	6	2
	hodor:4					that:1		hodor:4,shouldn:1		6	6	2
war:1	war:1				war:1	what:2,happens:1,have:1				7	6	2
	die:1,nobody:1	brothers:1		men:1		free:1				8	6	2
						what:1				9	6	2
cowards:1	cowards:1				cowards:1					10	6	2
fucking:1		fucking:1,commander:1		commander:1		has:1		fucking:1,who:1,thousands:1,shoved:1	fucking:1	11	6	2
	wood:1,bodies:1	brother:1	sudden:1	men:1		like:2,what:1,looks:1,have:1,took:1		ass:1,tits:1	ass:1,tits:1	12	6	2
	gods:1					half:1				13	6	2
		king:2,remain:1				grace:2,funeral:1,like:1,what:1				14	6	2
		mother:2,king:1,command:1,expect:1,pass:1,son:1		command:1		grace:2,like:1,has:1,have:1,that:1		trystane:1,pass:1	pass:1	15	6	2
		margaery:1,mother:1				has:1,had:1,haven:1,that:1				16	6	2
	gods:1,good:1	mother:3,king:2,paraded:1,margaery:1,commander:1		tommen:1,commander:1		what:3,good:1,like:1,grace:1	mercy:1	whore:1		17	6	2
warrior:1	warrior:1,gods:1	sister:2,next:2,man:1,mother:1,imprisoned:1		man:1	close:1,warrior:1,sins:1,sin:1	great:1,what:1,that:1	mercy:1,sin:1,sins:1			18	6	2
	gods:2,blood:2	king:1,brother:1,broke:1,mother:1	stabbed:1	atonement:1	cousin:1,vain:1	what:1,won:1,than:1,broke:1	cousin:1,sacred:1,holy:1,mercy:1	combined:1,holy:1		19	6	2
fought:1	odds:1	many:1,family:1	family:1	many:1	closer:1	save:1,have:1		who:1,should:1		20	6	2
	good:1	mother:1			lose:1	have:2,good:1,glad:1		shouldn:1,should:1		21	6	2
executed:1		executed:1,sparrow:1				have:3,that:1		should:2		22	6	2
dwarf:2	dwarf:2,nobody:1,good:1	make:2,asking:1,makes:1,lurking:1		men:1	dwarf:2,lost:1	jokes:3,perhaps:1,good:1,have:1		who:1,cock:1	cock:1	23	6	2
	food:1,returned:1	masters:1			since:1	what:2,have:2,that:2,chaining:1,has:1,than:1,haven:1	since:1	how:2,whole:1		24	6	2
fury:1		many:2,company:1,maesters:1		many:2,men:1		harm:1,have:1,that:1,unchained:1,had:1,than:1		how:1		25	6	2
										26	6	2
		uncle:1,mother:1		child:1		what:1,like:1,have:1		big:1		27	6	2
	died:1			myself:1		had:2,funniest:1,like:1,that:1				28	6	2
		next:1				like:1,have:1,that:1				29	6	2
						what:2,that:2		who:1		30	6	2
		man:3		girl:7,man:3		has:3				31	6	2
	bodies:1	small:1,son:1,brother:1,commander:1		men:3,lady:1,herself:1,boys:1,commander:1		half:1,had:1,thank:1,best:1,that:1	dozen:1	house:1,hold:1		32	6	2
mad:2,cut:1	soldiers:1,blood:1	mad:2,king:1,manderlys:1,command:1		command:1,manderlys:1,lady:1,boy:1	mad:2,lost:1	challenge:1,has:1,treated:1,support:1,than:1		house:2,combined:1,birth:1,houses:1		33	6	2
forward:1	forward:1	brother:1			forward:1	great:1,thank:1,look:1,that:1				34	6	2
	die:1,dead:1	poisoned:2,maester:1,talking:1		lady:1		respect:1		houses:1,how:1		35	6	2
		may:1,brother:1				wonderful:1,have:1		hold:1		36	6	2
		mother:1								37	6	2
						winterfell:1				38	6	2
	good:1	looking:1,exactly:1,brother:1,man:1		child:1,lady:1,man:1		looking:1,looked:1,good:1,look:1,like:1		how:1		39	6	2
		make:1		lady:1		had:2,what:1,have:1,winterfell:1,chance:1,happened:1		should:1,shouldn:1,choice:1,choices:1		40	6	2
	rodrik:1	make:2,moment:1,family:1	family:1	boys:1,moment:1,amends:1		won:3,have:2,than:1	amends:1	who:2		41	6	2
	died:2,deepwood:1	may:1,man:1	home:1	man:1		have:3,glovers:1		horses:1,home:1,who:1,glovers:1		42	6	2
war:2	dead:2,die:2,war:2,died:1,deepwood:1	may:2,mainland:2,kingdom:1,marched:1		men:1	war:2	what:2,that:2,window:1,won:1,provoked:1,took:1		stronghold:1,hold:1,those:1		43	6	2
war:1	war:1,dead:1	kings:1,make:1,sons:1,brothers:1			lost:2,war:1	that:1		who:1		44	6	2
mock:2	god:3,die:1,dead:1	may:1,king:1,brother:1,pass:1		men:1	since:1	what:1,has:1,haven:1,changed:1	since:1	thought:1,without:1,pass:1	pass:1	45	6	2
cut:1		brother:2,kind:1,mast:1,passed:1			lost:1,loses:1	what:1,had:1,kind:1		passed:1	passed:1	46	6	2
		kingdom:1		children:1						47	6	2
	die:1,dead:1	may:1,woman:1,kingsmoot:1		woman:1		perhaps:3,sharks:1,what:1,have:1,win:1		who:1,chooses:1,choose:1		48	6	2
		commander:2,asking:1		commander:2,lady:1		what:1,have:1		assume:1	assume:1	49	6	2
made:1	dead:1	made:1,magic:1,poison:1,man:1		man:1	made:1	have:3,that:2,shadows:1		who:2,how:1,shouldn:1,birth:1,should:1		50	6	2
fuck:2	gods:3	asking:2,woman:1,exist:1,man:1		woman:1,man:1		great:1,had:1,spoke:1,have:1,that:1		fuck:2,who:1,showed:1	fuck:2	51	6	2
										52	6	2
										53	6	2
										54	6	2
										55	6	2
										56	6	2
										57	6	2
										58	6	2
										59	6	2
		may:1,adam:1				original:1				0	6	3
										1	6	3
										2	6	3
			stabbed:1			what:1				3	6	3
afterwards:1	afterwards:1,died:1	brought:1,reason:1,moment:1	stabbed:1	moment:1,lady:1	afterwards:1	what:1,has:1		shouldn:1,who:1		4	6	3
fucking:1,mad:1	dead:1	fucking:1,maybe:1,imagine:1,mad:1,matter:1			mad:1	what:2,that:1		fucking:1,how:1,thought:1	fucking:1	5	6	3
	good:1					good:1,that:1		thought:1,how:1		6	6	3
	god:3,returned:1,dead:1	kind:2,small:1,man:1		man:1		kind:2,that:2,what:1,have:1		who:1		7	6	3
	body:1	brown:1				that:3,funny:1		hold:1		8	6	3
						fine:1		how:1		9	6	3
		maester:1,excited:1		women:2		won:2,have:1				10	6	3
		maester:1,sister:1,woman:1,mother:1,taking:1,kind:1	home:1	woman:1,yourself:1		that:3,what:1,lovely:1,kind:1,care:1		home:1,lovely:1,horn:1		11	6	3
		son:1				care:2,that:2,better:1,has:1,best:1		trust:1,who:1,else:1		12	6	3
										13	6	3
mad:1	dead:1	king:1,man:1,mad:1,swordsman:1	trident:1	man:1,swordsman:1	mad:1	looked:1,had:1,best:1,that:1		howland:1		14	6	3
